Order,Latitude,Longitude,Elevation
2837,43.17746,-122.1375,1585.3
2838,43.17758,-122.13768,1584.9
2839,43.1777,-122.13796,1584.9
2840,43.17775,-122.13801,1585.0
2841,43.17783,-122.13805,1585.3
2842,43.1779,-122.13806,1585.4
2843,43.17845,-122.13789,1592.0
2844,43.17876,-122.13782,1595.9
2845,43.17876,-122.13782,1595.9
2846,43.17876,-122.13782,1595.9
2847,43.17883,-122.1378,1596.4
2848,43.17902,-122.13771,1597.1
2849,43.17963,-122.13722,1598.6
2850,43.17974,-122.13711,1601.0
2851,43.18005,-122.13671,1606.2
2852,43.18066,-122.13586,1613.5
2853,43.18128,-122.135,1615.2
2854,43.18149,-122.13482,1615.6
2855,43.18169,-122.13471,1616.3
2856,43.18194,-122.13467,1617.3
2857,43.1821,-122.13468,1617.7
2858,43.18215,-122.13471,1617.8
2859,43.18219,-122.13452,1617.8
2860,43.18249,-122.13461,1618.4
2861,43.18312,-122.13491,1618.7
2862,43.18356,-122.13506,1618.9
2863,43.1838,-122.13511,1619.3
2864,43.18404,-122.13512,1619.7
2865,43.1842,-122.13509,1620.2
2866,43.18444,-122.13502,1621.0
2867,43.18467,-122.13488,1622.1
2868,43.18499,-122.13459,1624.4
2869,43.18515,-122.13435,1626.5
2870,43.18523,-122.13421,1627.7
2871,43.18541,-122.13381,1630.4
2872,43.18547,-122.13353,1631.5
2873,43.1855,-122.13335,1632.0
2874,43.18553,-122.13304,1632.9
2875,43.18554,-122.13273,1633.6
2876,43.18548,-122.13169,1635.4
2877,43.18542,-122.13065,1640.3
2878,43.18615,-122.13055,1640.7
2879,43.18688,-122.13046,1638.3
2880,43.18761,-122.13036,1636.3
2881,43.1881,-122.13033,1631.5
2882,43.1886,-122.13029,1627.0
2883,43.18909,-122.13032,1625.7
2884,43.18959,-122.13035,1623.1
2885,43.19031,-122.13054,1621.6
2886,43.19104,-122.13074,1620.3
2887,43.19181,-122.13105,1618.4
2888,43.19258,-122.13136,1616.3
2889,43.19336,-122.13167,1614.0
2890,43.19413,-122.13198,1611.6
2891,43.1949,-122.13229,1610.1
2892,43.19568,-122.13261,1608.9
2893,43.19624,-122.13278,1608.0
2894,43.1968,-122.13296,1607.0
2895,43.19752,-122.13315,1605.7
2896,43.19825,-122.13335,1604.5
2897,43.19888,-122.1335,1603.6
2898,43.19952,-122.13365,1603.0
2899,43.20029,-122.13374,1602.3
2900,43.20106,-122.13384,1599.8
2901,43.20183,-122.13393,1597.1
2902,43.20269,-122.13395,1595.8
2903,43.20354,-122.13396,1595.0
2904,43.2044,-122.13398,1592.8
2905,43.20467,-122.13403,1591.7
2906,43.20492,-122.13409,1590.4
2907,43.20515,-122.1342,1588.7
2908,43.20542,-122.13436,1586.3
2909,43.20609,-122.13487,1583.3
2910,43.20677,-122.13537,1581.8
2911,43.20716,-122.1356,1581.3
2912,43.20759,-122.13576,1581.1
2913,43.2084,-122.13598,1580.4
2914,43.20921,-122.13621,1573.8
2915,43.21001,-122.13643,1573.4
2916,43.21082,-122.13665,1573.1
2917,43.21163,-122.13687,1571.8
2918,43.21243,-122.13709,1568.6
2919,43.21324,-122.13731,1562.1
2920,43.21384,-122.13756,1558.8
2921,43.21444,-122.13781,1556.4
2922,43.21513,-122.13797,1553.0
2923,43.21578,-122.13806,1549.3
2924,43.21642,-122.13814,1546.3
2925,43.21707,-122.13823,1540.4
2926,43.21793,-122.13832,1536.3
2927,43.2188,-122.13842,1533.4
2928,43.21967,-122.13851,1532.3
2929,43.22046,-122.13861,1532.1
2930,43.22126,-122.1387,1531.0
2931,43.22205,-122.13879,1530.1
2932,43.22285,-122.13889,1523.6
2933,43.22364,-122.13898,1518.4
2934,43.22444,-122.13908,1513.0
2935,43.22524,-122.13917,1511.1
2936,43.22603,-122.13927,1509.5
2937,43.22685,-122.13937,1506.9
2938,43.22767,-122.13948,1503.7
2939,43.2285,-122.13959,1499.9
2940,43.22932,-122.13969,1497.8
2941,43.23018,-122.13978,1495.3
2942,43.23104,-122.13987,1493.3
2943,43.23191,-122.14005,1491.2
2944,43.23272,-122.14033,1487.9
2945,43.23317,-122.14055,1487.2
2946,43.23363,-122.14077,1486.4
2947,43.23429,-122.14114,1484.8
2948,43.23495,-122.14152,1483.1
2949,43.23519,-122.14177,1481.5
2950,43.2357,-122.14253,1476.1
2951,43.23621,-122.14329,1474.5
2952,43.23672,-122.14406,1472.7
2953,43.23721,-122.14475,1471.7
2954,43.23771,-122.14544,1467.9
2955,43.2382,-122.14613,1463.0
2956,43.23877,-122.14671,1462.6
2957,43.23934,-122.14729,1460.4
2958,43.23991,-122.14787,1455.2
2959,43.2399,-122.14788,1455.1
2960,43.23991,-122.14787,1455.2
2961,43.24063,-122.14861,1451.2
2962,43.24123,-122.14921,1449.4
2963,43.24184,-122.14981,1447.1
2964,43.24245,-122.15041,1443.9
2965,43.24305,-122.15101,1440.0
2966,43.24344,-122.15153,1439.4
2967,43.24382,-122.15206,1439.1
2968,43.2441,-122.15255,1438.0
2969,43.24438,-122.15305,1435.5
2970,43.24486,-122.15384,1430.2
2971,43.24541,-122.15435,1427.3
2972,43.24582,-122.15465,1426.0
2973,43.24623,-122.15495,1422.4
2974,43.24697,-122.15547,1417.1
2975,43.24771,-122.156,1414.1
2976,43.24845,-122.15652,1411.6
2977,43.24919,-122.15704,1408.0
2978,43.24993,-122.15756,1404.5
2979,43.25057,-122.15805,1403.7
2980,43.25122,-122.15854,1401.7
2981,43.25187,-122.15903,1399.5
2982,43.25252,-122.15952,1397.2
2983,43.25317,-122.16001,1394.9
2984,43.25341,-122.16031,1393.8
2985,43.25378,-122.15989,1392.7
2986,43.25415,-122.15948,1391.7
2987,43.25458,-122.15904,1390.8
2988,43.255,-122.15861,1390.2
2989,43.25576,-122.15802,1389.5
2990,43.25653,-122.15743,1388.9
2991,43.25729,-122.15684,1389.6
2992,43.25805,-122.15625,1389.7
2993,43.25837,-122.15716,1387.4
2994,43.25868,-122.15808,1385.0
2995,43.259,-122.15899,1383.3
2996,43.25981,-122.15878,1381.1
2997,43.26062,-122.15856,1378.8
2998,43.26143,-122.15835,1377.9
2999,43.26223,-122.15813,1377.0
3000,43.26304,-122.15792,1375.9
3001,43.26379,-122.15749,1374.2
3002,43.26453,-122.15706,1371.5
3003,43.26528,-122.15663,1368.6
3004,43.26603,-122.1562,1366.8
3005,43.26677,-122.15577,1366.0
3006,43.26759,-122.15587,1365.6
3007,43.26841,-122.15596,1364.0
3008,43.26923,-122.15606,1360.7
3009,43.27005,-122.15616,1356.4
3010,43.27065,-122.15589,1354.5
3011,43.27124,-122.15563,1354.2
3012,43.27183,-122.15541,1354.0
3013,43.27242,-122.1552,1354.0
3014,43.27303,-122.15488,1353.6
3015,43.27364,-122.15456,1352.5
3016,43.27426,-122.15425,1351.0
3017,43.2751,-122.15389,1348.1
3018,43.27595,-122.15354,1344.0
3019,43.27679,-122.15318,1342.0
3020,43.27752,-122.15262,1341.6
3021,43.27826,-122.15206,1340.3
3022,43.2787,-122.15174,1339.2
3023,43.27915,-122.15143,1337.4
3024,43.27991,-122.15104,1333.7
3025,43.28067,-122.15065,1331.2
3026,43.28144,-122.15027,1328.9
3027,43.28194,-122.15009,1328.4
3028,43.28244,-122.14991,1327.8
3029,43.28315,-122.14917,1327.2
3030,43.28342,-122.14903,1326.7
3031,43.28342,-122.14903,1326.7
3032,43.28365,-122.14892,1326.5
3033,43.2844,-122.14879,1325.7
3034,43.28514,-122.14867,1324.5
3035,43.28561,-122.14843,1323.9
3036,43.28608,-122.1482,1322.6
3037,43.28647,-122.14788,1321.3
3038,43.28707,-122.14826,1317.7
3039,43.28768,-122.14864,1316.6
3040,43.28833,-122.14879,1316.1
3041,43.28898,-122.14895,1316.1
3042,43.28951,-122.14892,1316.4
3043,43.28999,-122.14873,1316.7
3044,43.29056,-122.14835,1316.6
3045,43.29097,-122.14776,1316.8
3046,43.2915,-122.14772,1315.7
3047,43.29189,-122.14754,1315.3
3048,43.29219,-122.14782,1314.5
3049,43.29284,-122.14833,1312.2
3050,43.2935,-122.14884,1308.2
3051,43.29415,-122.14935,1305.4
3052,43.29477,-122.14943,1305.0
3053,43.29539,-122.14951,1305.2
3054,43.29608,-122.14979,1304.8
3055,43.29678,-122.15007,1304.3
3056,43.29748,-122.15035,1304.1
3057,43.29818,-122.15063,1306.1
3058,43.2985,-122.1506,1305.9
3059,43.2991,-122.15023,1303.8
3060,43.29958,-122.15043,1302.1
3061,43.29985,-122.15083,1300.7
3062,43.29996,-122.15144,1298.8
3063,43.30008,-122.15206,1296.4
3064,43.30046,-122.15287,1293.2
3065,43.30097,-122.15297,1292.2
3066,43.30147,-122.15307,1292.1
3067,43.30172,-122.15395,1288.5
3068,43.30188,-122.15489,1285.1
3069,43.30227,-122.15536,1283.4
3070,43.30285,-122.15573,1281.1
3071,43.30333,-122.15586,1279.7
3072,43.30385,-122.15586,1279.3
3073,43.30454,-122.15608,1278.8
3074,43.30495,-122.15639,1278.4
3075,43.30536,-122.1567,1277.9
3076,43.30577,-122.15723,1277.7
3077,43.30577,-122.15723,1277.7
3078,43.30612,-122.15767,1277.3
3079,43.30641,-122.15822,1277.3
3080,43.30671,-122.15877,1277.8
3081,43.30717,-122.15933,1277.0
3082,43.30784,-122.15949,1271.5
3083,43.30825,-122.15886,1270.9
3084,43.30889,-122.1584,1270.5
3085,43.30953,-122.15794,1271.2
3086,43.30978,-122.15755,1271.1
3087,43.30993,-122.15715,1271.7
3088,43.31003,-122.15654,1270.8
3089,43.31001,-122.15618,1270.8
3090,43.30992,-122.15577,1272.5
3091,43.30991,-122.15549,1272.8
3092,43.31002,-122.15521,1270.7
3093,43.31025,-122.15503,1269.5
3094,43.31073,-122.15485,1267.3
3095,43.31121,-122.15487,1265.3
3096,43.31146,-122.15493,1265.5
3097,43.31204,-122.15524,1267.4
3098,43.31262,-122.15554,1279.3
3099,43.31272,-122.15481,1280.9
3100,43.31282,-122.15407,1278.9
3101,43.31287,-122.15308,1279.3
3102,43.31293,-122.1521,1279.0
3103,43.31299,-122.15111,1280.4
3104,43.31293,-122.1502,1280.2
3105,43.31269,-122.14909,1279.9
3106,43.31256,-122.14818,1278.7
3107,43.31257,-122.14786,1280.4
3108,43.31266,-122.14699,1285.2
3109,43.31263,-122.14639,1288.4
3110,43.31279,-122.1454,1290.6
3111,43.31296,-122.14441,1292.9
3112,43.31307,-122.14363,1292.4
3113,43.31313,-122.14264,1291.6
3114,43.31314,-122.14144,1287.2
3115,43.31331,-122.14188,1290.0
3116,43.31347,-122.14263,1298.6
3117,43.31363,-122.14338,1306.5
3118,43.31364,-122.14451,1310.3
3119,43.31384,-122.14501,1313.1
3120,43.31416,-122.14551,1318.6
3121,43.31481,-122.14622,1329.7
3122,43.3151,-122.14643,1333.8
3123,43.31516,-122.14657,1334.1
3124,43.31535,-122.1468,1336.3
3125,43.31571,-122.14737,1342.4
3126,43.31575,-122.14746,1343.2
3127,43.31582,-122.14768,1345.4
3128,43.31583,-122.1478,1347.5
3129,43.3158,-122.14789,1348.5
3130,43.31568,-122.14818,1351.1
3131,43.3156,-122.14843,1353.5
3132,43.31535,-122.14886,1354.9
3133,43.31529,-122.14904,1358.1
3134,43.31525,-122.1493,1361.0
3135,43.31524,-122.14946,1362.2
3136,43.31543,-122.15027,1371.0
3137,43.31561,-122.15108,1374.5
3138,43.3158,-122.15145,1377.2
3139,43.31601,-122.15183,1380.5
3140,43.3163,-122.15216,1383.0
3141,43.31648,-122.15232,1384.3
3142,43.31687,-122.15262,1387.6
3143,43.3171,-122.15276,1389.8
3144,43.31752,-122.15298,1395.7
3145,43.31795,-122.15321,1399.7
3146,43.31841,-122.15348,1404.9
3147,43.31862,-122.15356,1406.6
3148,43.3189,-122.15361,1409.7
3149,43.31918,-122.15349,1413.7
3150,43.31943,-122.15331,1418.1
3151,43.31953,-122.15326,1420.1
3152,43.31965,-122.15324,1422.3
3153,43.31975,-122.15325,1423.7
3154,43.31995,-122.15342,1426.9
3155,43.32005,-122.15354,1429.7
3156,43.32015,-122.15372,1433.5
3157,43.32019,-122.15381,1435.0
3158,43.32029,-122.15425,1437.5
3159,43.32044,-122.15467,1439.4
3160,43.32052,-122.15484,1441.0
3161,43.32067,-122.15524,1444.0
3162,43.32088,-122.15554,1446.3
3163,43.32107,-122.15577,1448.5
3164,43.3213,-122.15595,1452.0
3165,43.32164,-122.15612,1457.1
3166,43.32174,-122.15616,1458.3
3167,43.32229,-122.15605,1467.2
3168,43.32264,-122.1561,1472.2
3169,43.32276,-122.15616,1473.6
3170,43.32307,-122.15645,1476.4
3171,43.32354,-122.15702,1483.8
3172,43.32402,-122.1576,1489.8
3173,43.3242,-122.15795,1494.6
3174,43.32426,-122.15809,1496.0
3175,43.32437,-122.15853,1498.2
3176,43.32462,-122.15925,1504.9
3177,43.32465,-122.1594,1506.4
3178,43.32469,-122.15972,1508.7
3179,43.3249,-122.16058,1515.6
3180,43.32495,-122.16098,1518.2
3181,43.32504,-122.16144,1521.2
3182,43.32512,-122.16167,1522.6
3183,43.32528,-122.16198,1524.2
3184,43.32568,-122.16257,1527.4
3185,43.32618,-122.16326,1530.7
3186,43.32669,-122.16395,1533.4
3187,43.3272,-122.16465,1535.0
3188,43.32754,-122.16505,1535.2
3189,43.32789,-122.16544,1535.0
3190,43.32835,-122.16581,1534.5
3191,43.32902,-122.16618,1534.0
3192,43.32969,-122.16656,1533.2
3193,43.33037,-122.16693,1532.0
3194,43.33104,-122.1673,1530.9
3195,43.33174,-122.16772,1529.5
3196,43.33244,-122.16813,1528.2
3197,43.33314,-122.16854,1526.8
3198,43.33385,-122.16893,1527.8
3199,43.33455,-122.16931,1528.3
3200,43.33535,-122.16978,1530.6
3201,43.33615,-122.17025,1533.5
3202,43.33694,-122.17071,1535.9
3203,43.33774,-122.17118,1543.5
3204,43.33854,-122.17165,1552.9
3205,43.33934,-122.17212,1554.9
3206,43.34013,-122.17259,1551.0
3207,43.3409,-122.17294,1550.8
3208,43.34164,-122.17337,1554.9
3209,43.34238,-122.1738,1560.0
3210,43.34312,-122.17423,1566.8
3211,43.34386,-122.17466,1574.3
3212,43.3446,-122.17509,1578.3
3213,43.34534,-122.17552,1577.8
3214,43.34567,-122.17554,1578.1
3215,43.34596,-122.17543,1579.6
3216,43.34675,-122.17502,1585.0
3217,43.34706,-122.17498,1588.7
3218,43.34732,-122.17503,1591.0
3219,43.34799,-122.17544,1596.9
3220,43.34857,-122.17588,1604.5
3221,43.34928,-122.17624,1613.3
3222,43.34994,-122.17641,1620.0
3223,43.35059,-122.17658,1627.4
3224,43.35089,-122.1767,1630.4
3225,43.35144,-122.17726,1635.9
3226,43.35171,-122.17763,1641.1
3227,43.3519,-122.17815,1643.4
3228,43.35233,-122.17882,1646.7
3229,43.35299,-122.17943,1657.0
3230,43.3534,-122.17975,1662.9
3231,43.3538,-122.18006,1666.8
3232,43.35406,-122.18014,1666.9
3233,43.35423,-122.18014,1666.7
3234,43.35459,-122.17967,1668.6
3235,43.35488,-122.17919,1670.4
3236,43.3553,-122.17844,1675.3
3237,43.35562,-122.17798,1676.1
3238,43.35593,-122.17753,1677.5
3239,43.35623,-122.1768,1685.1
3240,43.35672,-122.17634,1687.6
3241,43.35718,-122.17586,1690.6
3242,43.35771,-122.17544,1695.2
3243,43.35824,-122.17503,1696.6
3244,43.35883,-122.17462,1696.1
3245,43.35904,-122.17426,1696.1
3246,43.35918,-122.17385,1696.2
3247,43.35922,-122.17347,1696.3
3248,43.35925,-122.17234,1696.9
3249,43.35927,-122.17122,1697.9
3250,43.3593,-122.17009,1696.3
3251,43.35932,-122.16897,1696.7
3252,43.35934,-122.16833,1697.7
3253,43.35936,-122.16769,1698.3
3254,43.35945,-122.16713,1698.0
3255,43.35965,-122.16675,1697.6
3256,43.35998,-122.16648,1698.0
3257,43.36052,-122.16618,1695.4
3258,43.36097,-122.16576,1695.6
3259,43.36143,-122.16529,1696.9
3260,43.36203,-122.16507,1705.1
3261,43.36263,-122.16485,1706.0
3262,43.36299,-122.16462,1703.2
3263,43.36303,-122.16457,1703.4
3264,43.363028,-122.164566,1703.4
3265,43.36307,-122.16451,1703.5
3266,43.3633,-122.16423,1704.6
3267,43.36334,-122.16418,1704.9
3268,43.3635,-122.16399,1706.2
3269,43.36361,-122.16374,1708.0
3270,43.36368,-122.16363,1708.9
3271,43.36374,-122.16338,1710.2
3272,43.36375,-122.16335,1710.3
3273,43.36389,-122.16241,1714.1
3274,43.36392,-122.16226,1714.5
3275,43.36404,-122.16165,1715.2
3276,43.3642,-122.16066,1716.1
3277,43.36421,-122.16049,1716.2
3278,43.36425,-122.15967,1717.5
3279,43.36426,-122.15924,1719.2
3280,43.36432,-122.15906,1720.1
3281,43.36447,-122.15886,1720.2
3282,43.36451,-122.1588,1720.2
3283,43.36477,-122.15848,1722.6
3284,43.36512,-122.15802,1727.8
3285,43.36527,-122.15783,1729.5
3286,43.36536,-122.15764,1730.7
3287,43.36551,-122.15732,1732.4
3288,43.36575,-122.15653,1732.3
3289,43.36628,-122.15447,1735.8
3290,43.36629,-122.15444,1735.9
3291,43.36637,-122.15423,1736.9
3292,43.36655,-122.15404,1738.5
3293,43.36702,-122.1538,1740.5
3294,43.36717,-122.15373,1740.9
3295,43.36788,-122.15345,1744.0
3296,43.36788,-122.15345,1744.0
3297,43.36804,-122.15354,1745.0
3298,43.36852,-122.15357,1746.9
3299,43.36873,-122.15358,1747.0
3300,43.3689,-122.15354,1746.9
3301,43.3693,-122.15331,1746.4
3302,43.36972,-122.15309,1749.2
3303,43.36978,-122.15306,1749.6
3304,43.36997,-122.15306,1749.9
3305,43.37019,-122.15312,1749.1
3306,43.3704,-122.15329,1747.1
3307,43.37062,-122.15345,1744.8
3308,43.3709,-122.15353,1743.6
3309,43.37098,-122.15355,1744.0
3310,43.37118,-122.1535,1748.3
3311,43.37125,-122.15347,1749.8
3312,43.37151,-122.15332,1752.3
3313,43.37178,-122.15306,1750.3
3314,43.37202,-122.15286,1748.5
3315,43.37203,-122.15286,1748.4
3316,43.3722,-122.15285,1747.2
3317,43.3723,-122.15287,1746.6
3318,43.37238,-122.1529,1746.2
3319,43.3724,-122.1529,1746.0
3320,43.37254,-122.1531,1745.7
3321,43.37267,-122.15326,1745.0
3322,43.3728,-122.15335,1743.3
3323,43.37289,-122.15342,1742.0
3324,43.37297,-122.15344,1741.6
3325,43.37311,-122.15349,1741.3
3326,43.37334,-122.1534,1743.2
3327,43.37347,-122.15328,1743.7
3328,43.37363,-122.15316,1744.3
3329,43.37374,-122.15308,1744.6
3330,43.37407,-122.1528,1744.6
3331,43.37436,-122.15248,1733.7
3332,43.37469,-122.15214,1731.7
3333,43.37488,-122.152,1732.3
3334,43.37507,-122.15197,1733.3
3335,43.37516,-122.15198,1733.7
3336,43.37545,-122.152,1734.4
3337,43.37581,-122.15217,1738.7
3338,43.37585,-122.15221,1739.0
3339,43.37619,-122.15253,1741.1
3340,43.37661,-122.15288,1740.8
3341,43.37676,-122.15301,1739.5
3342,43.37687,-122.1531,1737.7
3343,43.37726,-122.15333,1731.2
3344,43.37743,-122.15329,1731.7
3345,43.37768,-122.1532,1737.5
3346,43.37776,-122.15321,1738.8
3347,43.37778,-122.15322,1739.0
3348,43.37786,-122.15326,1739.8
3349,43.37793,-122.15335,1739.7
3350,43.378,-122.15346,1739.6
3351,43.37826,-122.15374,1735.3
3352,43.37848,-122.1538,1732.1
3353,43.37868,-122.15368,1731.5
3354,43.37887,-122.15361,1735.1
3355,43.37895,-122.15358,1737.1
3356,43.37904,-122.15363,1737.9
3357,43.37923,-122.15375,1738.6
3358,43.37964,-122.15408,1739.6
3359,43.37967,-122.1541,1739.9
3360,43.37987,-122.15431,1741.2
3361,43.37994,-122.15443,1741.0
3362,43.37999,-122.1545,1741.1
3363,43.38011,-122.15473,1741.4
3364,43.38022,-122.15509,1743.5
3365,43.3803,-122.15566,1740.5
3366,43.38043,-122.15604,1735.5
3367,43.38073,-122.15675,1734.0
3368,43.38083,-122.1571,1729.6
3369,43.38084,-122.15715,1729.2
3370,43.38086,-122.15759,1724.9
3371,43.38092,-122.15776,1723.3
3372,43.38094,-122.15781,1722.7
3373,43.381,-122.15795,1721.2
3374,43.38131,-122.15818,1720.0
3375,43.38151,-122.15843,1717.7
3376,43.38159,-122.15863,1717.5
3377,43.38168,-122.15884,1718.3
3378,43.38171,-122.15909,1718.4
3379,43.38172,-122.15914,1718.4
3380,43.38168,-122.15965,1717.2
3381,43.38168,-122.16004,1716.2
3382,43.3817,-122.1603,1715.0
3383,43.38181,-122.16052,1715.6
3384,43.38186,-122.16062,1716.0
3385,43.38209,-122.16115,1716.8
3386,43.3821,-122.16118,1716.7
3387,43.38243,-122.16195,1713.0
3388,43.38259,-122.1623,1711.0
3389,43.38269,-122.16236,1710.9
3390,43.38277,-122.16242,1710.7
3391,43.38303,-122.1623,1711.4
3392,43.38323,-122.16213,1711.9
3393,43.38344,-122.16184,1712.8
3394,43.38368,-122.16153,1713.6
3395,43.38396,-122.16115,1713.9
3396,43.38399,-122.1611,1713.9
3397,43.38429,-122.16073,1712.3
3398,43.38467,-122.16022,1711.2
3399,43.38474,-122.16012,1711.1
3400,43.38501,-122.15968,1710.9
3401,43.38517,-122.15934,1712.1
3402,43.38518,-122.15931,1712.3
3403,43.38525,-122.15912,1713.7
3404,43.38535,-122.15887,1715.0
3405,43.38552,-122.15867,1715.6
3406,43.38579,-122.15852,1715.9
3407,43.3858,-122.15851,1716.0
3408,43.38617,-122.15848,1716.3
3409,43.38647,-122.15843,1716.9
3410,43.3865,-122.15842,1716.9
3411,43.38686,-122.15837,1717.4
3412,43.3869,-122.15837,1717.5
3413,43.38722,-122.15839,1717.9
3414,43.38725,-122.15839,1718.0
3415,43.38743,-122.15848,1718.0
3416,43.38761,-122.15877,1716.7
3417,43.38779,-122.15926,1712.7
3418,43.38793,-122.15965,1709.2
3419,43.38813,-122.16014,1704.7
3420,43.38816,-122.16022,1703.8
3421,43.38827,-122.16033,1702.7
3422,43.38843,-122.16043,1702.6
3423,43.38852,-122.16057,1701.9
3424,43.38858,-122.16071,1701.1
3425,43.38867,-122.16138,1695.7
3426,43.38872,-122.16154,1695.2
3427,43.38881,-122.16184,1694.6
3428,43.3889,-122.16197,1694.6
3429,43.38914,-122.16233,1694.3
3430,43.38934,-122.16264,1694.7
3431,43.3894,-122.16267,1694.9
3432,43.38968,-122.16286,1695.6
3433,43.3899,-122.16293,1695.5
3434,43.39007,-122.16298,1695.3
3435,43.39042,-122.16309,1694.5
3436,43.39049,-122.16311,1694.3
3437,43.39084,-122.16312,1693.4
3438,43.39095,-122.1632,1692.7
3439,43.39109,-122.16332,1692.0
3440,43.39122,-122.16351,1691.2
3441,43.3913,-122.16362,1690.9
3442,43.39146,-122.16403,1689.1
3443,43.3916,-122.16418,1688.3
3444,43.39185,-122.16426,1687.6
3445,43.39203,-122.16416,1688.1
3446,43.39212,-122.16412,1688.2
3447,43.39246,-122.16388,1690.6
3448,43.39266,-122.16383,1691.8
3449,43.39281,-122.16386,1692.2
3450,43.39287,-122.16392,1691.9
3451,43.39298,-122.16402,1692.0
3452,43.39322,-122.16421,1693.4
3453,43.39346,-122.16448,1696.4
3454,43.39444,-122.16562,1699.4
3455,43.39469,-122.16574,1699.3
3456,43.39528,-122.16551,1701.1
3457,43.39527,-122.16546,1701.6
3458,43.39546,-122.16542,1703.6
3459,43.39572,-122.16551,1704.8
3460,43.39602,-122.16596,1706.1
3461,43.3964,-122.16686,1705.5
3462,43.39668,-122.16716,1706.7
3463,43.39691,-122.16719,1708.8
3464,43.39707,-122.16714,1709.1
3465,43.39719,-122.16697,1707.6
3466,43.39731,-122.16674,1705.2
3467,43.39762,-122.16636,1701.5
3468,43.3978,-122.16625,1699.6
3469,43.39832,-122.16603,1693.5
3470,43.39866,-122.16583,1687.9
3471,43.3988,-122.16578,1687.2
3472,43.39891,-122.16576,1687.2
3473,43.39899,-122.16577,1687.0
3474,43.39907,-122.16581,1686.7
3475,43.39915,-122.16588,1686.3
3476,43.39935,-122.16621,1682.2
3477,43.39949,-122.16639,1678.5
3478,43.39958,-122.1665,1676.5
3479,43.3997,-122.16658,1675.3
3480,43.39981,-122.16662,1674.6
3481,43.39998,-122.16665,1674.2
3482,43.40031,-122.16665,1673.4
3483,43.4006,-122.16663,1673.0
3484,43.40073,-122.16665,1672.8
3485,43.40084,-122.16668,1672.6
3486,43.401,-122.16677,1670.1
3487,43.40169,-122.16722,1665.1
3488,43.40178,-122.16724,1665.3
3489,43.40267,-122.16777,1657.9
3490,43.4035,-122.16822,1649.5
3491,43.40353,-122.16822,1649.4
3492,43.40384,-122.16827,1648.7
3493,43.40434,-122.1682,1645.0
3494,43.40478,-122.16816,1640.8
3495,43.40505,-122.16814,1639.9
3496,43.40545,-122.16806,1638.7
3497,43.4055,-122.16805,1638.5
3498,43.40609,-122.16794,1636.2
3499,43.40621,-122.16792,1635.9
3500,43.40657,-122.16785,1635.6
3501,43.406629,-122.167857,1635.4
3502,43.40663,-122.16788,1635.3
3503,43.40704,-122.16791,1632.6
3504,43.4076,-122.16802,1629.8
3505,43.40816,-122.16813,1626.2
3506,43.40834,-122.16811,1625.3
3507,43.40843,-122.16808,1625.0
3508,43.408589,-122.16798,1624.6
3509,43.40875,-122.16775,1623.6
3510,43.40881,-122.16762,1622.2
3511,43.40885,-122.16739,1619.8
3512,43.40884,-122.16726,1619.1
3513,43.40879,-122.16701,1617.8
3514,43.40851,-122.16642,1610.2
3515,43.40849,-122.16628,1609.2
3516,43.40848,-122.16606,1608.1
3517,43.408589,-122.16581,1605.0
3518,43.40861,-122.16571,1603.9
3519,43.4086,-122.16554,1602.7
3520,43.40828,-122.16492,1603.9
3521,43.40795,-122.1643,1604.7
3522,43.40747,-122.16343,1607.0
3523,43.40697,-122.16274,1607.1
3524,43.40681,-122.16246,1606.7
3525,43.4065,-122.16165,1605.0
3526,43.40619,-122.16083,1606.0
3527,43.40607,-122.16042,1606.2
3528,43.40592,-122.15966,1606.1
3529,43.405769,-122.15891,1604.8
3530,43.40566,-122.15866,1605.1
3531,43.40549,-122.15833,1604.9
3532,43.40499,-122.15767,1604.8
3533,43.40487,-122.15745,1604.9
3534,43.40477,-122.15721,1605.7
3535,43.40447,-122.15612,1605.3
3536,43.40432,-122.1558,1605.0
3537,43.40416,-122.15555,1605.3
3538,43.40396,-122.15536,1606.6
3539,43.40361,-122.15514,1609.1
3540,43.40349,-122.155,1609.0
3541,43.40341,-122.15487,1608.8
3542,43.40335,-122.15471,1608.0
3543,43.403239,-122.15449,1607.9
3544,43.40311,-122.1543,1608.3
3545,43.40263,-122.15376,1607.9
3546,43.40251,-122.15359,1607.8
3547,43.40216,-122.15286,1607.8
3548,43.40172,-122.15205,1607.2
3549,43.401269,-122.15128,1605.3
3550,43.4012,-122.15102,1603.4
3551,43.40119,-122.15084,1601.8
3552,43.40121,-122.15015,1597.2
3553,43.401269,-122.14942,1595.3
3554,43.40134,-122.1487,1595.1
3555,43.40137,-122.14774,1596.4
3556,43.40137,-122.14743,1599.1
3557,43.40134,-122.1472,1600.9
3558,43.40129,-122.14698,1601.4
3559,43.40117,-122.14659,1602.1
3560,43.40108,-122.14641,1603.7
3561,43.40078,-122.14594,1612.4
3562,43.40065,-122.1457,1613.9
3563,43.40059,-122.14553,1614.5
3564,43.40057,-122.14535,1614.2
3565,43.40059,-122.14516,1613.7
3566,43.40063,-122.14502,1613.5
3567,43.4007,-122.14487,1614.3
3568,43.40081,-122.14471,1615.9
3569,43.40102,-122.1445,1618.7
3570,43.40153,-122.14409,1623.0
3571,43.4017,-122.144,1625.0
3572,43.401829,-122.14398,1625.3
